product_name,product_code,image_url,product_link,available_sizes
Regular Fit Crew Neck Printed Short Sleeve T-Shirt,B5077AXGN854,https://dfcdn.defacto.com.tr/3/B5077AX_24SP_GN854_01_03.jpg,https://www.defacto.com/en-eg/regular-fit-bisiklet-yaka-baskili-tisort-3045227,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Boxy Fit Crew Neck Printed Sweatshirt,C2207AXBK81,https://dfcdn.defacto.com.tr/3/C2207AX_24SP_BK81_01_03.jpg,https://www.defacto.com/en-eg/boxy-fit-bisiklet-yaka-sweatshirt-3063621,"['S', 'M']"
Regular Fit Crew Neck Ataturk Printed Short Sleeve T-Shirt,C5826AXRD172,,https://www.defacto.com/en-eg/regular-fit-bisiklet-yaka-tisort-3099076,"['XS', 'S', 'L', 'XL']"
Oversize Fit Crew Neck Textured T-Shirt,B7354AXGN928,,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3063593,"['M', 'L', 'XL']"
90's Slim Fit Straight Leg Jeans,D9332AXNM55,,https://www.defacto.com/en-eg/90s-slim-fit-pantolon-3241441,"['28', '30', '32', '34', '36', '38']"
DeFactoFit Standard Fit Jacket,B5162AXBK81,,https://www.defacto.com/en-eg/defactofit-hirka-3073545,"['S', 'XL']"
Regular Fit Crew Neck Printed Short Sleeve T-Shirt,B9002AXGR184,https://dfcdn.defacto.com.tr/3/B9002AX_24SM_GR184_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-bisiklet-yaka-baskili-tisort-3148649,"['XS', 'S', 'M', 'XL']"
Oversize Fit Crew Neck Heavy Fabric Basic T-Shirt,X3926AZKH465,https://dfcdn.defacto.com.tr/3/X3926AZ_25SP_KH465_01_01.jpg,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3159375,"['XS', 'S', 'M', 'L']"
Relax Fit Cotton Short Sleeve Shirt,D4622AXGN1110,https://dfcdn.defacto.com.tr/3/D4622AX_24HS_GN1110_01_01.jpg,https://www.defacto.com/en-eg/relax-fit-kisa-kollu-gomlek-3155440,"['XS', 'S', 'M', 'L', 'XL']"
Oversize Fit Crew Neck Back Printed T-Shirt,B4904AXBN566,,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3110450,"['M', 'L']"
3 piece Regular Fit Boxer,B7898AXBE107,,https://www.defacto.com/en-eg/regular-fit-3lu-boxer-3201038,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
3 piece Regular Fit Boxer,B8198AXBK81,,https://www.defacto.com/en-eg/regular-fit-3lu-boxer-3052317,"['S', 'L', 'XL', 'XXL', '3XL']"
Regular Fit Jogger Pants,D6260AXGR308,https://dfcdn.defacto.com.tr/3/D6260AX_25SP_GR308_01_03.jpg,https://www.defacto.com/en-eg/jogger-penye-pantolon-3238320,"['28', '30', '32', '34', '36', '38', '40']"
Super Skinny Extra Tight Normal Waist Jeans,R8760AZNM29,,https://www.defacto.com/en-eg/super-skinny-fit-jean-pantolon-3053249,"['27 Size - 30 Length', '28 Size - 30 Length', '28 Size - 32 Length', '29 Size - 30 Length', '29 Size - 32 Length', '30 Size - 30 Length', '30 Size - 32 Length', 'Size 31 - Length 30', '31 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '33 Size - 32 Length', '34 Size - 32 Length', '34 Size - 34 Length']"
Boxy Fit Vikings Valhalla Crew Neck Printed T-Shirt,B8091AXBK81,,https://www.defacto.com/en-eg/vikings-valhalla-boxy-fit-bisiklet-yaka-baskili-tisort-3239094,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Black Relax Fit Polo Neck Twill Basic Long Sleeve Shirt,D3376AXBK26,https://dfcdn.defacto.com.tr/3/D3376AX_24AU_BK26_01_03.jpg,https://www.defacto.com/en-eg/relax-fit-polo-yaka-uzun-kollu-gomlek-3152675,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Marvel Logo Only Regular Fit Crew Neck T-Shirt,D6785AXWT34,,https://www.defacto.com/en-eg/marvel-logo-only-regular-fit-bisiklet-yaka-kisa-kollu-tisort-3243135,"['XS', 'S', 'M', 'L', 'XL']"
DeFactoFit Shaquille O'Neal Oversize Fit T-Shirt,D1547AXAR231,,https://www.defacto.com/en-eg/defactofit-shaquille-oneal-standart-fit-bisiklet-yaka-tisort-3173011,"['XS', 'S', 'M', 'L', 'XL']"
Comfort Fit Crew Neck Knitwear T-Shirt,B9285AXBG700,,https://www.defacto.com/en-eg/comfort-fit-bisiklet-yaka-tisort-3071797,"['XS', 'S', 'M', 'L', 'XL']"
Standard Fit Crew Neck Knitwear Pullover,C8814AXIN247,https://dfcdn.defacto.com.tr/3/C8814AX_24WN_IN247_01_01.jpg,https://www.defacto.com/en-eg/standart-fit-bisiklet-yaka-triko-kazak-3285623,"['S', 'M', 'L', 'XL']"
Regular Fit Crew Neck Basic T-Shirt,B3491AXBK81,https://dfcdn.defacto.com.tr/3/B3491AX_24SP_BK81_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-bisiklet-yaka-tisort-3060313,"['S', 'M', 'L']"
Regular Fit Polo Collar Cotton Long Sleeve Shirt,D6100AXER140,,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3244767,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Regular Fit Basic Cotton Shirt,D1058AXAR224,https://dfcdn.defacto.com.tr/3/D1058AX_24AU_AR224_01_05.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3148018,"['XS', 'S', 'M']"
New Regular Fit Short Sleeve Basic Polo T-Shirt,B4508AXBK81,https://dfcdn.defacto.com.tr/3/B4508AX_24SP_BK81_01_02.jpg,https://www.defacto.com/en-eg/polo-tisort-3105973,"['XS', 'S', 'M', 'L']"
Regular Fit Printed Crew Neck Sleeveless T-Shirt,C5044AXAR210,https://dfcdn.defacto.com.tr/3/C5044AX_24HS_AR210_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-bisiklet-yaka-atlet-3104290,"['S', 'M', 'L', 'XL']"
Regular Fit Polo Collar Cotton Shirt,D7243AXBG49,https://dfcdn.defacto.com.tr/3/D7243AX_25SP_BG49_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-dugmeli-yaka-gomlek-3244508,"['S', 'M', 'L', 'XL', 'XXL']"
Standard Fit Short Sleeve Knit Polo Shirt,C4913AXIN34,,https://www.defacto.com/en-eg/standart-fit-bisiklet-yaka-kazak-3093949,"['S', 'L', 'XL']"
DeFactoFit Slim Fit Standard Leg Scuba Fabric Joggers,Z9112AZNV201,https://dfcdn.defacto.com.tr/3/Z9112AZ_25SP_NV201_01_02.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-standart-paca-skuba-dalgic-kumas-jogger-3243578,"['XS', 'S', 'M', 'L']"
DeFactoFit Standard Fit Scuba Diver Fabric Sports Joggers,B4537AXBG721,https://dfcdn.defacto.com.tr/3/B4537AX_25SP_BG721_01_01.jpg,https://www.defacto.com/en-eg/defactofit-standart-fit-jogger-paca-skuba-dalgic-kumas-sporcu-jogger-3240836,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Boxy Fit Crew Neck Striped T-Shirt,B5910AXAR104,https://dfcdn.defacto.com.tr/3/B5910AX_25SP_AR104_01_01.jpg,https://www.defacto.com/en-eg/boxy-fit-bisiklet-yaka-cizgili-tisort-3240537,"['XS', 'S', 'M', 'L', 'XL']"
DeFactoFit NBA Milwaukee Bucks Standard Fit Scuba Fabric Sports Joggers,D6725AXBG662,,https://www.defacto.com/en-eg/defactofit-nba-milwaukee-bucks-standart-fit-sporcu-jogger-3242082,"['S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit Slim Fit Scuba Fabric Elastic Waist Jogger Sweatpants,E3930AXBK81,https://dfcdn.defacto.com.tr/3/E3930AX_24WN_BK81_01_02.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-sporcu-jogger-3202202,"['XS', 'M']"
DeFactoFit Slim Fit Crew Neck Printed Sports T-Shirt,V2887AZWT34,https://dfcdn.defacto.com.tr/3/V2887AZ_25SP_WT34_01_01.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-bisiklet-yaka-baskili-sporcu-tisort-3240729,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Combed Waist Tied Jogger Pants,D5966AXGN457,https://dfcdn.defacto.com.tr/3/D5966AX_25SP_GN457_01_01.jpg,https://www.defacto.com/en-eg/jogger-bermuda-3242859,"['28 Size - 30 Length', '30 Size - 30 Length', '30 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '32 Size - 34 Length', '34 Size - 30 Length', '34 Size - 32 Length', '34 Size - 34 Length', '36 Size - 30 Length', '36 Size - 32 Length', '38 Size - 32 Length', '40 Size - 32 Length']"
Marvel Logo Only Regular Fit Crew Neck T-Shirt,C6516AXER105,,https://www.defacto.com/en-eg/marvel-logo-only-regular-fit-bisiklet-yaka-baskili-tisort-3149172,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit NBA Milwaukee Bucks Oversize Fit Hooded Thick Sports Sweatshirt,D6699AXGR421,,https://www.defacto.com/en-eg/defactofit-nba-milwaukee-bucks-oversize-fit-kapusonlu-sporcu-sweatshirt-3239378,"['S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit Slim Fit Crew Neck Printed Sports T-Shirt,X6142AZAR231,https://dfcdn.defacto.com.tr/3/X6142AZ_25SP_AR231_01_01.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-bisiklet-yaka-baskili-sporcu-tisort-3240152,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Relax Fit Crew Neck Cotton Short Sleeve Basic T-Shirt,D2575AXER190,https://dfcdn.defacto.com.tr/3/D2575AX_24AU_ER190_01_02.jpg,https://www.defacto.com/en-eg/relax-fit-bisiklet-yaka-tisort-3152828,"['XS', 'S', 'M', 'L', 'XL']"
Regular Fit Cargo Polar Sweatpants,A7040AXBN571,https://dfcdn.defacto.com.tr/3/A7040AX_24AU_BN571_01_01.jpg,https://www.defacto.com/en-eg/regular-fit-kargo-cepli-polar-esofman-alti-3113792,"['XS', 'S', 'M']"
Relax Fit Polo Neck Striped Cotton Blend Long Sleeve Shirt,D7140AXAR231,https://dfcdn.defacto.com.tr/3/D7140AX_24AU_AR231_01_02.jpg,https://www.defacto.com/en-eg/relax-fit-uzun-kollu-gomlek-3174902,"['XS', 'S', 'M']"
Regular Fit Cotton Long Sleeve Shirt Jacket,B2654AXKH470,https://dfcdn.defacto.com.tr/3/B2654AX_25SP_KH470_01_03.jpg,https://www.defacto.com/en-eg/regular-fit-pamuklu-uzun-kollu-gomlek-3049131,"['XS', 'S', 'M', 'L']"
Boxy Fit Crew Neck Striped Cotton Short Sleeve T-Shirt,D5595AXBE88,https://dfcdn.defacto.com.tr/3/D5595AX_24AU_BE88_01_02.jpg,https://www.defacto.com/en-eg/boxy-fit-bisiklet-yaka-tisort-3166761,"['XS', 'S', 'M']"
Boxy Fit Printed Soft Furry Inside Zippered Sweatshirt,E1367AXBG733,https://dfcdn.defacto.com.tr/3/E1367AX_25SP_BG733_01_02.jpg,https://www.defacto.com/en-eg/boxy-fit-dik-yaka-hirka-3242255,"['S', 'M', 'L', 'XL']"
Regular Fit Polo Collar Oxford Long Sleeve Shirt,A8028AXBK81,https://dfcdn.defacto.com.tr/3/A8028AX_24AU_BK81_01_03.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-oxford-uzun-kollu-gomlek-3148021,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Regular Fit College Collar Zippered Pocketed Jean Jacket,D0420AXNM39,,https://www.defacto.com/en-eg/regular-fit-ceket-3173157,"['S', 'M', 'XL']"
Regular Fit With Pockets Printed Thin Sweatshirt Fabric Sweatpants,D4416AXAR104,https://dfcdn.defacto.com.tr/3/D4416AX_25SP_AR104_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-cepli-esofman-alti-3240599,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit NBA Chicago Bulls Standard Fit Thick Jogger,B3892AXER105,,https://www.defacto.com/en-eg/defactofit-nba-chicago-bulls-standart-fit-kalin-sweatshirt-kumasi-jogger-3066729,"['XS', 'S', 'M', 'L']"
Standard Fit Christmas Themed Crew Neck Knitted Pullover,D5489AXNV163,,https://www.defacto.com/en-eg/standart-fit-bisiklet-yaka-kazak-3183723,"['XS', 'S', 'M', 'L', 'XL']"
Comfort Regular Fit Relaxed Fit Heavy Fabric Basic T-Shirt,B4444AXBG714,https://dfcdn.defacto.com.tr/3/B4444AX_24AU_BG714_01_02.jpg,https://www.defacto.com/en-eg/comfort-fit-bisiklet-yaka-tisort-3158128,"['XS', 'S', 'M', 'L', 'XL']"
Slim Fit Super Skinny Hem Shorts,A3893AXBE524,https://dfcdn.defacto.com.tr/3/A3893AX_24HS_BE524_01_01.jpg,https://www.defacto.com/en-eg/slim-fit-dar-paca-sweatshirt-kumasi-sort-3106202,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Slim Fit Polo Neck Short Sleeve Cotton Basic T-Shirt,M6609AZBK81,https://dfcdn.defacto.com.tr/3/M6609AZ_24SP_BK81_01_02.jpg,https://www.defacto.com/en-eg/slim-fit-polo-yaka-polo-tisort-3043793,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Oversize Fit Crew Neck Short Sleeve T-Shirt,C6068AXAR138,,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3102967,"['XS', 'S', 'M']"
Regular Fit Cotton Long Sleeve Striped Shirt,C4371AXGN516,https://dfcdn.defacto.com.tr/3/C4371AX_24SP_GN516_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3096598,"['XS', 'S', '3XL']"
DeFactoFit Slim Fit Sports Standard Leg Shorts,V3030AZNV201,https://dfcdn.defacto.com.tr/3/V3030AZ_25SP_NV201_01_01.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-sporcu-standart-paca-sort-3243123,"['S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit NBA Toronto Raptors Oversize Fit Hooded T-Shirt,B3883AXGR506,,https://www.defacto.com/en-eg/defactofit-nba-toronto-raptors-oversize-fit-kapusonlu-tisort-3244844,"['S', 'M', 'L', 'XL', 'XXL']"
Relax Fit Crew Neck Premium Pullover,A8449AXBE753,https://dfcdn.defacto.com.tr/3/A8449AX_23WN_BE753_01_02.jpg,https://www.defacto.com/en-eg/relax-fit-bisiklet-yaka-kazak-2993439,"['S', 'M', 'L']"
Regular Fit Polo Collar Flanel Plaid Long Sleeve Shirt,E2763AXBK81,https://dfcdn.defacto.com.tr/3/E2763AX_24WN_BK81_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3200020,"['XS', 'S', 'M']"
Defacto Fit Slim Fit Shorts,A1625AXBG662,https://dfcdn.defacto.com.tr/3/A1625AX_23SM_BG662_01_02.jpg,https://www.defacto.com/en-eg/defacto-fit-slim-fit-sort-2794554,"['S', 'M', 'L', 'XL']"
DeFactoFit Standard Fit Zippered Scuba Fabric Cardigan,D1895AXGR523,,https://www.defacto.com/en-eg/defactofit-standart-fit-hirka-3172856,"['S', 'M', 'L']"
DeFactoFit Slim Fit Woven Shorts,Z2147AZGR91,https://dfcdn.defacto.com.tr/3/Z2147AZ_25SP_GR91_01_01.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-sporcu-dokuma-sort-3244016,"['S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit NBA Milwaukee Bucks Oversize Fit Hooded Sports T-Shirt,D6708AXBG769,,https://www.defacto.com/en-eg/defactofit-nba-milwaukee-bucks-oversize-fit-kapusonlu-sporcu-kisa-kollu-tisort-3241508,"['S', 'M', 'L', 'XL', 'XXL']"
Premium Regular Fit V-Neck Knitted Pullover,Y0799AZAR193,https://dfcdn.defacto.com.tr/3/Y0799AZ_22AU_AR193_01_03.jpg,https://www.defacto.com/en-eg/regular-fit-kazak-2535049,"['XS', 'S']"
Super Skinny Hem Gabardine Chino Pants,B2089AXBG129,https://dfcdn.defacto.com.tr/3/B2089AX_25SP_BG129_01_01.jpg,https://www.defacto.com/en-eg/dar-paca-gabardin-chino-kanvas-pantolon-3242081,"['28 Size - 30 Length', '30 Size - 30 Length', '32 Size - 30 Length', '32 Size - 32 Length', '33 Size - 30 Length', '34 Size - 30 Length', '34 Size - 32 Length', '36 Size - 30 Length', '36 Size - 32 Length', '36 Size - 34 Length', '38 Size - 32 Length', '40 Size - 32 Length']"
3 piece Regular Fit Boxer,B7774AXGN241,,https://www.defacto.com/en-eg/regular-fit-3lu-boxer-3157764,"['S', 'M', 'L', 'XL', 'XXL', '3XL', '4XL']"
DeFactoFit Standard Fit Stand Collar Sports Sweatshirt,C9172AXBK81,,https://www.defacto.com/en-eg/defactofit-standart-fit-dik-yaka-sporcu-sweatshirt-3157208,"['S', 'M']"
Regular Fit Polo Neck Cotton Shirt,D2619AXBN322,https://dfcdn.defacto.com.tr/3/D2619AX_24AU_BN322_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3154565,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Modern Fit Lined Blazer,C5990AXNV253,https://dfcdn.defacto.com.tr/3/C5990AX_25SP_NV253_01_02.jpg,https://www.defacto.com/en-eg/modern-fit-astarli-blazer-ceket-3241812,"['46', '48', '50', '52', '54', '56']"
3 piece Regular Fit Boxer,B7791AXBE43,,https://www.defacto.com/en-eg/regular-fit-3lu-boxer-3062248,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
DeFactoFit Standard Fit Stand Collar Sports Sweatshirt,D7305AXGR91,https://dfcdn.defacto.com.tr/3/D7305AX_25SP_GR91_01_05.jpg,https://www.defacto.com/en-eg/defactofit-sweatshirt-3242138,"['S', 'M', 'L', 'XL', 'XXL']"
Regular Fit Polo Neck Cotton Shirt,D2619AXGR439,https://dfcdn.defacto.com.tr/3/D2619AX_24AU_GR439_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3154555,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Oversize  Crew Neck Printed Short Sleeve T-Shirt,B5334AXGN404,,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-baskili-tisort-3075531,"['XS', 'S', 'M', 'L', 'XL']"
DeFactoFit Standard Fit Jogger Sweatpants,B4516AXBG143,,https://www.defacto.com/en-eg/defactofit-standart-fit-jogger-3064750,"['S', 'M', 'L']"
Oversize Fit Polo Neck Jean Basic Black Shirt,D5111AXNM40,,https://www.defacto.com/en-eg/oversize-fit-uzun-kollu-gomlek-3166754,['S']
Regular Fit Printed Mesh Lined Above Knee Swim Shorts,Z6873AZPR262,https://dfcdn.defacto.com.tr/3/Z6873AZ_24HS_PR262_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-diz-ustu-deniz-sortu-3129490,"['S', 'M', 'L', 'XL']"
Regular Fit Cotton Long Sleeve Shirt,B2654AXBG786,https://dfcdn.defacto.com.tr/3/B2654AX_24SP_BG786_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-pamuklu-uzun-kollu-gomlek-3072309,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Regular Fit Crew Neck Thick Sweatshirt,T3777AZER109,https://dfcdn.defacto.com.tr/3/T3777AZ_24AU_ER109_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-sweatshirt-3146412,['M']
Slim Fit Striped Cotton Short Sleeve Shirt,C7361AXGN1015,https://dfcdn.defacto.com.tr/3/C7361AX_24SM_GN1015_01_01.jpg,https://www.defacto.com/en-eg/slim-fit-kisa-kollu-gomlek-3102719,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Oversize Fit Pocket Long Sleeve Shirt,B2911AXER153,,https://www.defacto.com/en-eg/oversize-fit-uzun-kollu-gomlek-3067529,"['XS', 'S', 'M', 'L', 'XL']"
Regular Fit Polo Neck Long Sleeve Linen Shirt,D8816AXWT32,,https://www.defacto.com/en-eg/regular-fit-polo-yaka-keten-uzun-kollu-gomlek-3188904,"['M', 'L']"
Oversize Fit Hooded Basic Sweatshirt,A4331AXBR147,https://dfcdn.defacto.com.tr/3/A4331AX_24AU_BR147_01_02.jpg,https://www.defacto.com/en-eg/oversize-fit-kapusonlu-sweatshirt-3124525,['S']
Straight Leg Joggers,D3695AXNV253,https://dfcdn.defacto.com.tr/3/D3695AX_25SP_NV253_01_02.jpg,https://www.defacto.com/en-eg/jogger-duz-paca-pantolon-3244172,"['28', '30', '32', '34', '36', '38']"
Jogger Cargo Pocket Stretch in All Directions Trousers,A8019AXGR370,https://dfcdn.defacto.com.tr/3/A8019AX_23AU_GR370_01_02.jpg,https://www.defacto.com/en-eg/crop-pantolon-2930178,"['28', '30', '32', '34', '36']"
Oversize Fit Crew Neck T-Shirt,B6494AXGR184,https://dfcdn.defacto.com.tr/3/B6494AX_25SP_GR184_01_01.jpg,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3243022,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
Light Brown Slim Fit Elastic Leg Jogger Pants,D8638AXBN586,https://dfcdn.defacto.com.tr/3/D8638AX_24AU_BN586_01_01.jpg,https://www.defacto.com/en-eg/jogger-slim-fit-standart-paca-pantolon-3193796,"['28', '30', '32']"
Relax Fit Gabardine Regular Hem Bermuda,B7639AXBK81,,https://www.defacto.com/en-eg/relax-fit-bermuda-3096082,"['30', '32', '34', '36', '38']"
Regular Fit Polo Collar Flanel Plaid Long Sleeve Shirt,E2763AXNV64,https://dfcdn.defacto.com.tr/3/E2763AX_24WN_NV64_01_03.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3200022,"['XS', 'S', 'M', 'L']"
New Regular Fit Crew Neck Cotton Basic  T-Shirt,V7699AZNV241,https://dfcdn.defacto.com.tr/3/V7699AZ_25SP_NV241_01_01.jpg,https://www.defacto.com/en-eg/new-regular-fit-bisiklet-yaka-tisort-3149063,"['XS', 'S', 'M', 'L']"
Regular Fit Crew Neck Pique T-Shirt,D4796AXER42,https://dfcdn.defacto.com.tr/3/D4796AX_24AU_ER42_01_01.jpg,https://www.defacto.com/en-eg/relax-fit-bisiklet-yaka-tisort-3153289,"['XS', 'S', 'M']"
DeFactoFit NBA Milwaukee Bucks Standard Fit Thick Sports Jogger Sweatpants,D6692AXBK82,,https://www.defacto.com/en-eg/defactofit-nba-milwaukee-bucks-standart-fit-sporcu-jogger-3242217,"['S', 'M', 'L', 'XL', 'XXL']"
Slim Fit Crew Neck Printed Short Sleeve T-Shirt,B8477AXGR367,,https://www.defacto.com/en-eg/slim-fit-bisiklet-yaka-baskili-tisort-3082663,"['XS', 'S', 'M']"
Regular Fit Buttoned Plaid Lumberjack Flannel Long Sleeve Shirt,D4283AXGN755,https://dfcdn.defacto.com.tr/3/D4283AX_24WN_GN755_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3154324,['S']
Grey Regular Fit Polo Collar Basic Cotton Shirt,D1058AXGR322,https://dfcdn.defacto.com.tr/3/D1058AX_24AU_GR322_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3147991,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
DeFactoFit Slim Fit Woven Jogger Sweatpants,B2778AXBK81,,https://www.defacto.com/en-eg/defactofit-slim-fit-jogger-2935153,"['XS', 'S', 'M', 'L']"
Relax Fit Polo Collar Striped Shirt,C7203AXER42,,https://www.defacto.com/en-eg/relax-fit-polo-yaka-kisa-kollu-gomlek-3111904,['L']
DeFactoFit NBA Chicago Bulls Standard Fit Thick Jogger,B3891AXBR244,,https://www.defacto.com/en-eg/defactofit-nba-chicago-bulls-standart-fit-kalin-sweatshirt-kumasi-jogger-3050152,"['XS', 'S', 'M']"
Regular Fit Polo Neck Linen Shirt,C1825AXNV146,https://dfcdn.defacto.com.tr/3/C1825AX_24SM_NV146_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-keten-uzun-kollu-gomlek-3082920,"['M', 'L', 'XL']"
Regular Fit Buttoned Basic Gabardine Cotton Shirt,A5383AXBG801,https://dfcdn.defacto.com.tr/3/A5383AX_24AU_BG801_01_03.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-gabardin-uzun-kollu-gomlek-3148010,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
New Regular Fit Crew Neck Basic Short Sleeve T-Shirt,V7699AZGR88,https://dfcdn.defacto.com.tr/3/V7699AZ_25SP_GR88_01_01.jpg,https://www.defacto.com/en-eg/new-regular-fit-bisiklet-yaka-tisort-3243248,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
DeFactoFit NBA Golden State Warriors Oversize Fti Sports T-Shirt,D8612AXGN1000,,https://www.defacto.com/en-eg/defactofit-nba-golden-state-warriors-oversize-fit-kapusonlu-sporcu-tisort-3295982,"['S', 'M', 'L', 'XL', 'XXL']"
Relax Fit Cotton Short Sleeve Polo Shirt,C4117AXGR451,https://dfcdn.defacto.com.tr/3/C4117AX_24SM_GR451_01_02.jpg,https://www.defacto.com/en-eg/relax-fit-polo-yaka-penye-kisa-kollu-gomlek-3148327,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Tailored Fit Straight Leg Stretch Trousers,C7508AXGR370,https://dfcdn.defacto.com.tr/3/C7508AX_25SP_GR370_01_02.jpg,https://www.defacto.com/en-eg/tailored-fit-duz-paca-her-yone-esneyen-pantolon-3240495,"['30 Size - 30 Length', '30 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '32 Size - 34 Length', '34 Size - 32 Length', '34 Size - 34 Length', '36 Size - 30 Length', '36 Size - 32 Length', '38 Size - 32 Length', '40 Size - 32 Length']"
Slim Fit Regular Hem Zipper Thin Sweatshirt Fabric Sweatpants,D6091AXNV163,https://dfcdn.defacto.com.tr/3/D6091AX_24AU_NV163_01_01.jpg,https://www.defacto.com/en-eg/slim-fit-esofman-alti-3164586,"['XS', 'S', 'M', 'L', 'XL']"
DeFactoFit Slim Fit Crew Neck Printed Sports T-Shirt,Z5580AZWT80,,https://www.defacto.com/en-eg/defactofit-slim-fit-bisiklet-yaka-baskili-sporcu-tisort-3172939,['S']
Slim Fit Poplin Short Sleeve Shirt,N9073AZPN665,https://dfcdn.defacto.com.tr/3/N9073AZ_24SM_PN665_01_01.jpg,https://www.defacto.com/en-eg/slim-fit-poplin-kisa-kollu-gomlek-3125838,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
Regular Cargo Jogger With Cargo Pocket Gabardine Trousers,B8668AXBK81,,https://www.defacto.com/en-eg/regular-kargo-jogger-pantolon-3045136,"['28 Size - 30 Length', '30 Size - 30 Length', '30 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '34 Size - 30 Length', '34 Size - 32 Length', '36 Size - 32 Length']"
Regular Fit Gabardine Jogger Cargo Pants,C9163AXBK81,,https://www.defacto.com/en-eg/regular-kargo-jogger-pantolon-3162852,"['28 Size - 30 Length', '30 Size - 30 Length', '32 Size - 30 Length', '32 Size - 32 Length', '34 Size - 30 Length', '34 Size - 32 Length']"
Comfort Regular Fit Casual Pattern Hooded Printed Sweatshirt,B4766AXOG589,,https://www.defacto.com/en-eg/comfort-fit-kapusonlu-sweatshirt-3060325,"['S', 'M', 'L', 'XL']"
